airline,flight_number,departure_city,destination_city,departure_time,arrival_time,duration
Lufthansa,LH 732,"Zurich, Switzerland","Brussels, Belgium",12:45,14:45,2h 0m
KLM,KL 448,"Zurich, Switzerland","Brussels, Belgium",11:15,13:15,2h 0m
KLM,KL 664,"Zurich, Switzerland","Bruges, Belgium",21:30,23:30,2h 0m
British Airways,BA 449,"Zurich, Switzerland","Bruges, Belgium",14:15,16:15,2h 0m
Lufthansa,LH 656,"Zurich, Switzerland","Bruges, Belgium",10:15,12:15,2h 0m
EasyJet,U2 709,"Zurich, Switzerland","Bruges, Belgium",12:30,14:30,2h 0m
British Airways,BA 251,"Zurich, Switzerland","Amsterdam, Netherlands",06:30,08:30,2h 0m
KLM,KL 125,"Zurich, Switzerland","Amsterdam, Netherlands",14:00,16:00,2h 0m
EasyJet,U2 345,"Zurich, Switzerland","Amsterdam, Netherlands",21:30,23:30,2h 0m
KLM,KL 800,"Zurich, Switzerland","Amsterdam, Netherlands",08:45,10:45,2h 0m
British Airways,BA 374,"Zurich, Switzerland","Rome, Italy",22:00,23:15,1h 15m
KLM,KL 369,"Zurich, Switzerland","Rome, Italy",14:15,15:30,1h 15m
Ryanair,FR 669,"Zurich, Switzerland","Rome, Italy",09:30,10:45,1h 15m
British Airways,BA 534,"Zurich, Switzerland","Rome, Italy",08:45,10:00,1h 15m
KLM,KL 865,"Zurich, Switzerland","Florence, Italy",12:45,14:00,1h 15m
EasyJet,U2 991,"Zurich, Switzerland","Florence, Italy",09:15,10:30,1h 15m
KLM,KL 451,"Zurich, Switzerland","Florence, Italy",06:15,07:30,1h 15m
EasyJet,U2 850,"Zurich, Switzerland","Florence, Italy",15:00,16:15,1h 15m
Ryanair,FR 375,"Zurich, Switzerland","Venice, Italy",14:00,15:15,1h 15m
KLM,KL 382,"Zurich, Switzerland","Venice, Italy",11:00,12:15,1h 15m
KLM,KL 335,"Zurich, Switzerland","Venice, Italy",20:45,22:00,1h 15m
British Airways,BA 434,"Zurich, Switzerland","Venice, Italy",14:45,16:00,1h 15m
KLM,KL 957,"Zurich, Switzerland","Milan, Italy",20:15,21:30,1h 15m
Lufthansa,LH 726,"Zurich, Switzerland","Milan, Italy",17:00,18:15,1h 15m
British Airways,BA 316,"Zurich, Switzerland","Milan, Italy",07:15,08:30,1h 15m
Lufthansa,LH 998,"Zurich, Switzerland","Milan, Italy",21:15,22:30,1h 15m
Ryanair,FR 299,"Zurich, Switzerland","Barcelona, Spain",07:00,08:00,1h 0m
EasyJet,U2 243,"Zurich, Switzerland","Barcelona, Spain",15:15,16:15,1h 0m
Ryanair,FR 378,"Zurich, Switzerland","Barcelona, Spain",13:15,14:15,1h 0m
EasyJet,U2 212,"Zurich, Switzerland","Barcelona, Spain",08:15,09:15,1h 0m
Ryanair,FR 374,"Zurich, Switzerland","Madrid, Spain",18:30,20:00,1h 30m
KLM,KL 708,"Zurich, Switzerland","Madrid, Spain",10:45,12:15,1h 30m
Ryanair,FR 502,"Zurich, Switzerland","Madrid, Spain",18:30,20:00,1h 30m
Lufthansa,LH 136,"Zurich, Switzerland","Madrid, Spain",08:15,09:45,1h 30m
Lufthansa,LH 680,"Zurich, Switzerland","Lisbon, Portugal",07:45,08:45,1h 0m
Lufthansa,LH 248,"Zurich, Switzerland","Lisbon, Portugal",13:45,14:45,1h 0m
Lufthansa,LH 529,"Zurich, Switzerland","Lisbon, Portugal",06:30,07:30,1h 0m
Lufthansa,LH 642,"Zurich, Switzerland","Lisbon, Portugal",16:15,17:15,1h 0m
KLM,KL 200,"Zurich, Switzerland","Berlin, Germany",15:30,17:30,2h 0m
EasyJet,U2 995,"Zurich, Switzerland","Berlin, Germany",16:15,18:15,2h 0m
Ryanair,FR 290,"Zurich, Switzerland","Berlin, Germany",16:00,18:00,2h 0m
EasyJet,U2 367,"Zurich, Switzerland","Berlin, Germany",10:45,12:45,2h 0m
British Airways,BA 653,"Zurich, Switzerland","Munich, Germany",21:45,23:45,2h 0m
Lufthansa,LH 404,"Zurich, Switzerland","Munich, Germany",09:30,11:30,2h 0m
Ryanair,FR 260,"Zurich, Switzerland","Munich, Germany",20:30,22:30,2h 0m
EasyJet,U2 557,"Zurich, Switzerland","Munich, Germany",19:15,21:15,2h 0m
KLM,KL 593,"Zurich, Switzerland","Paris, France",20:45,22:45,2h 0m
British Airways,BA 868,"Zurich, Switzerland","Paris, France",16:15,18:15,2h 0m
Lufthansa,LH 805,"Zurich, Switzerland","Paris, France",06:15,08:15,2h 0m
KLM,KL 903,"Zurich, Switzerland","Paris, France",08:15,10:15,2h 0m
EasyJet,U2 246,"Zurich, Switzerland","Istanbul, Turkey",16:30,20:00,3h 30m
KLM,KL 858,"Zurich, Switzerland","Istanbul, Turkey",19:15,22:45,3h 30m
EasyJet,U2 692,"Zurich, Switzerland","Istanbul, Turkey",17:00,20:30,3h 30m
Ryanair,FR 134,"Zurich, Switzerland","Istanbul, Turkey",17:00,20:30,3h 30m
British Airways,BA 654,"Zurich, Switzerland","Athens, Greece",16:00,19:00,3h 0m
EasyJet,U2 973,"Zurich, Switzerland","Athens, Greece",18:00,21:00,3h 0m
Ryanair,FR 102,"Zurich, Switzerland","Athens, Greece",07:15,10:15,3h 0m
KLM,KL 418,"Zurich, Switzerland","Athens, Greece",18:45,21:45,3h 0m
British Airways,BA 713,"Zurich, Switzerland","Oslo, Norway",21:45,00:45,3h 0m
EasyJet,U2 887,"Zurich, Switzerland","Oslo, Norway",06:15,09:15,3h 0m
KLM,KL 353,"Zurich, Switzerland","Oslo, Norway",15:00,18:00,3h 0m
Lufthansa,LH 161,"Zurich, Switzerland","Oslo, Norway",08:45,11:45,3h 0m
EasyJet,U2 634,"Zurich, Switzerland","Copenhagen, Denmark",13:15,17:15,4h 0m
KLM,KL 268,"Zurich, Switzerland","Copenhagen, Denmark",12:45,16:45,4h 0m
EasyJet,U2 940,"Zurich, Switzerland","Copenhagen, Denmark",09:30,13:30,4h 0m
Ryanair,FR 721,"Zurich, Switzerland","Copenhagen, Denmark",06:15,10:15,4h 0m
EasyJet,U2 214,"Zurich, Switzerland","Budapest, Hungary",09:30,12:30,3h 0m
Ryanair,FR 762,"Zurich, Switzerland","Budapest, Hungary",16:45,19:45,3h 0m
Ryanair,FR 232,"Zurich, Switzerland","Budapest, Hungary",09:15,12:15,3h 0m
KLM,KL 300,"Zurich, Switzerland","Budapest, Hungary",11:45,14:45,3h 0m
British Airways,BA 411,"Zurich, Switzerland","Krakow, Poland",12:30,16:30,4h 0m
EasyJet,U2 948,"Zurich, Switzerland","Krakow, Poland",15:45,19:45,4h 0m
EasyJet,U2 177,"Zurich, Switzerland","Krakow, Poland",13:00,17:00,4h 0m
KLM,KL 662,"Zurich, Switzerland","Krakow, Poland",10:30,14:30,4h 0m
EasyJet,U2 305,"Zurich, Switzerland","Vienna, Austria",19:00,22:30,3h 30m
EasyJet,U2 910,"Zurich, Switzerland","Vienna, Austria",14:30,18:00,3h 30m
KLM,KL 886,"Zurich, Switzerland","Vienna, Austria",06:45,10:15,3h 30m
Ryanair,FR 308,"Zurich, Switzerland","Vienna, Austria",21:30,01:00,3h 30m
KLM,KL 347,"Zurich, Switzerland","Prague, Czech Republic",21:15,00:45,3h 30m
KLM,KL 517,"Zurich, Switzerland","Prague, Czech Republic",07:15,10:45,3h 30m
EasyJet,U2 100,"Zurich, Switzerland","Prague, Czech Republic",08:00,11:30,3h 30m
EasyJet,U2 206,"Zurich, Switzerland","Prague, Czech Republic",08:15,11:45,3h 30m
British Airways,BA 945,"Berlin, Germany","London, UK",20:00,22:00,2h 0m
Ryanair,FR 732,"Berlin, Germany","London, UK",08:45,10:45,2h 0m
KLM,KL 670,"Berlin, Germany","London, UK",19:45,21:45,2h 0m
EasyJet,U2 163,"Berlin, Germany","London, UK",18:15,20:15,2h 0m
Ryanair,FR 728,"Berlin, Germany","Edinburgh, UK",10:30,14:00,3h 30m
EasyJet,U2 829,"Berlin, Germany","Edinburgh, UK",09:15,12:45,3h 30m
KLM,KL 980,"Berlin, Germany","Edinburgh, UK",15:30,19:00,3h 30m
KLM,KL 686,"Berlin, Germany","Edinburgh, UK",16:15,19:45,3h 30m
KLM,KL 132,"Berlin, Germany","Dublin, Ireland",11:15,15:15,4h 0m
EasyJet,U2 545,"Berlin, Germany","Dublin, Ireland",22:30,02:30,4h 0m
British Airways,BA 310,"Berlin, Germany","Dublin, Ireland",18:45,22:45,4h 0m
EasyJet,U2 189,"Berlin, Germany","Dublin, Ireland",12:00,16:00,4h 0m
Ryanair,FR 479,"Berlin, Germany","Brussels, Belgium",10:00,14:00,4h 0m
KLM,KL 279,"Berlin, Germany","Brussels, Belgium",13:15,17:15,4h 0m
EasyJet,U2 927,"Berlin, Germany","Brussels, Belgium",09:00,13:00,4h 0m
Lufthansa,LH 585,"Berlin, Germany","Brussels, Belgium",09:30,13:30,4h 0m
Ryanair,FR 563,"Berlin, Germany","Bruges, Belgium",07:30,11:30,4h 0m
Lufthansa,LH 765,"Berlin, Germany","Bruges, Belgium",10:45,14:45,4h 0m
British Airways,BA 272,"Berlin, Germany","Bruges, Belgium",21:30,01:30,4h 0m
Lufthansa,LH 487,"Berlin, Germany","Bruges, Belgium",11:30,15:30,4h 0m
British Airways,BA 714,"Berlin, Germany","Amsterdam, Netherlands",06:15,09:15,3h 0m
Ryanair,FR 661,"Berlin, Germany","Amsterdam, Netherlands",14:45,17:45,3h 0m
British Airways,BA 285,"Berlin, Germany","Amsterdam, Netherlands",17:45,20:45,3h 0m
Lufthansa,LH 409,"Berlin, Germany","Amsterdam, Netherlands",14:00,17:00,3h 0m
Lufthansa,LH 624,"Berlin, Germany","Rome, Italy",19:00,21:00,2h 0m
KLM,KL 336,"Berlin, Germany","Rome, Italy",07:45,09:45,2h 0m
Ryanair,FR 306,"Berlin, Germany","Rome, Italy",20:00,22:00,2h 0m
Lufthansa,LH 297,"Berlin, Germany","Rome, Italy",20:45,22:45,2h 0m
EasyJet,U2 174,"Berlin, Germany","Florence, Italy",11:00,13:00,2h 0m
EasyJet,U2 911,"Berlin, Germany","Florence, Italy",10:15,12:15,2h 0m
EasyJet,U2 423,"Berlin, Germany","Florence, Italy",18:30,20:30,2h 0m
Lufthansa,LH 435,"Berlin, Germany","Florence, Italy",10:15,12:15,2h 0m
KLM,KL 425,"Berlin, Germany","Venice, Italy",07:45,09:45,2h 0m
Ryanair,FR 985,"Berlin, Germany","Venice, Italy",09:00,11:00,2h 0m
British Airways,BA 798,"Berlin, Germany","Venice, Italy",12:15,14:15,2h 0m
British Airways,BA 351,"Berlin, Germany","Venice, Italy",17:30,19:30,2h 0m
Lufthansa,LH 599,"Berlin, Germany","Milan, Italy",11:45,13:45,2h 0m
Lufthansa,LH 297,"Berlin, Germany","Milan, Italy",08:45,10:45,2h 0m
Ryanair,FR 806,"Berlin, Germany","Milan, Italy",15:30,17:30,2h 0m
Ryanair,FR 583,"Berlin, Germany","Milan, Italy",21:00,23:00,2h 0m
KLM,KL 115,"Berlin, Germany","Barcelona, Spain",14:30,16:30,2h 0m
British Airways,BA 812,"Berlin, Germany","Barcelona, Spain",22:15,00:15,2h 0m
KLM,KL 252,"Berlin, Germany","Barcelona, Spain",18:30,20:30,2h 0m
Lufthansa,LH 631,"Berlin, Germany","Barcelona, Spain",16:45,18:45,2h 0m
Lufthansa,LH 147,"Berlin, Germany","Madrid, Spain",20:45,22:45,2h 0m
KLM,KL 867,"Berlin, Germany","Madrid, Spain",13:15,15:15,2h 0m
Ryanair,FR 657,"Berlin, Germany","Madrid, Spain",20:15,22:15,2h 0m
Ryanair,FR 896,"Berlin, Germany","Madrid, Spain",20:45,22:45,2h 0m
KLM,KL 441,"Berlin, Germany","Lisbon, Portugal",15:30,17:30,2h 0m
KLM,KL 568,"Berlin, Germany","Lisbon, Portugal",06:15,08:15,2h 0m
Ryanair,FR 299,"Berlin, Germany","Lisbon, Portugal",10:30,12:30,2h 0m
British Airways,BA 195,"Berlin, Germany","Lisbon, Portugal",07:00,09:00,2h 0m
British Airways,BA 436,"Berlin, Germany","Zurich, Switzerland",07:30,09:30,2h 0m
British Airways,BA 995,"Berlin, Germany","Zurich, Switzerland",14:15,16:15,2h 0m
Ryanair,FR 180,"Berlin, Germany","Zurich, Switzerland",12:00,14:00,2h 0m
KLM,KL 165,"Berlin, Germany","Zurich, Switzerland",13:15,15:15,2h 0m
KLM,KL 964,"Berlin, Germany","Munich, Germany",12:15,13:15,1h 0m
Ryanair,FR 448,"Berlin, Germany","Munich, Germany",08:00,09:00,1h 0m
KLM,KL 405,"Berlin, Germany","Munich, Germany",12:00,13:00,1h 0m
Lufthansa,LH 611,"Berlin, Germany","Munich, Germany",19:15,20:15,1h 0m
British Airways,BA 215,"Berlin, Germany","Paris, France",10:15,11:15,1h 0m
Ryanair,FR 202,"Berlin, Germany","Paris, France",22:45,23:45,1h 0m
KLM,KL 157,"Berlin, Germany","Paris, France",08:15,09:15,1h 0m
Lufthansa,LH 383,"Berlin, Germany","Paris, France",07:15,08:15,1h 0m
Lufthansa,LH 730,"Berlin, Germany","Istanbul, Turkey",09:30,11:30,2h 0m
Lufthansa,LH 300,"Berlin, Germany","Istanbul, Turkey",12:30,14:30,2h 0m
Lufthansa,LH 910,"Berlin, Germany","Istanbul, Turkey",14:45,16:45,2h 0m
Ryanair,FR 757,"Berlin, Germany","Istanbul, Turkey",21:00,23:00,2h 0m
Lufthansa,LH 356,"Berlin, Germany","Athens, Greece",17:30,19:30,2h 0m
British Airways,BA 921,"Berlin, Germany","Athens, Greece",07:15,09:15,2h 0m
British Airways,BA 923,"Berlin, Germany","Athens, Greece",15:15,17:15,2h 0m
Lufthansa,LH 211,"Berlin, Germany","Athens, Greece",06:00,08:00,2h 0m
KLM,KL 499,"Berlin, Germany","Oslo, Norway",11:15,13:15,2h 0m
Lufthansa,LH 188,"Berlin, Germany","Oslo, Norway",07:15,09:15,2h 0m
Lufthansa,LH 912,"Berlin, Germany","Oslo, Norway",09:15,11:15,2h 0m
EasyJet,U2 419,"Berlin, Germany","Oslo, Norway",18:30,20:30,2h 0m
Ryanair,FR 523,"Berlin, Germany","Copenhagen, Denmark",14:15,16:15,2h 0m
Ryanair,FR 731,"Berlin, Germany","Copenhagen, Denmark",13:30,15:30,2h 0m
EasyJet,U2 776,"Berlin, Germany","Copenhagen, Denmark",09:45,11:45,2h 0m
EasyJet,U2 539,"Berlin, Germany","Copenhagen, Denmark",09:15,11:15,2h 0m
British Airways,BA 522,"Berlin, Germany","Budapest, Hungary",17:00,19:00,2h 0m
Lufthansa,LH 832,"Berlin, Germany","Budapest, Hungary",12:15,14:15,2h 0m
British Airways,BA 953,"Berlin, Germany","Budapest, Hungary",16:45,18:45,2h 0m
Ryanair,FR 563,"Berlin, Germany","Budapest, Hungary",18:45,20:45,2h 0m
Lufthansa,LH 619,"Berlin, Germany","Krakow, Poland",09:45,11:45,2h 0m
Lufthansa,LH 579,"Berlin, Germany","Krakow, Poland",11:00,13:00,2h 0m
EasyJet,U2 106,"Berlin, Germany","Krakow, Poland",21:30,23:30,2h 0m
EasyJet,U2 632,"Berlin, Germany","Krakow, Poland",12:15,14:15,2h 0m
EasyJet,U2 317,"Berlin, Germany","Vienna, Austria",17:45,19:45,2h 0m
British Airways,BA 631,"Berlin, Germany","Vienna, Austria",07:45,09:45,2h 0m
EasyJet,U2 300,"Berlin, Germany","Vienna, Austria",16:45,18:45,2h 0m
Ryanair,FR 134,"Berlin, Germany","Vienna, Austria",07:15,09:15,2h 0m
Lufthansa,LH 780,"Berlin, Germany","Prague, Czech Republic",14:30,16:30,2h 0m
British Airways,BA 265,"Berlin, Germany","Prague, Czech Republic",07:45,09:45,2h 0m
EasyJet,U2 327,"Berlin, Germany","Prague, Czech Republic",11:30,13:30,2h 0m
Ryanair,FR 178,"Berlin, Germany","Prague, Czech Republic",15:30,17:30,2h 0m
Lufthansa,LH 669,"Munich, Germany","London, UK",13:30,15:30,2h 0m
EasyJet,U2 863,"Munich, Germany","London, UK",20:15,22:15,2h 0m
Ryanair,FR 833,"Munich, Germany","London, UK",06:15,08:15,2h 0m
Lufthansa,LH 545,"Munich, Germany","London, UK",13:15,15:15,2h 0m
Ryanair,FR 608,"Munich, Germany","Edinburgh, UK",09:15,12:15,3h 0m
British Airways,BA 899,"Munich, Germany","Edinburgh, UK",17:00,20:00,3h 0m
EasyJet,U2 681,"Munich, Germany","Edinburgh, UK",18:30,21:30,3h 0m
Ryanair,FR 430,"Munich, Germany","Edinburgh, UK",07:30,10:30,3h 0m
KLM,KL 564,"Munich, Germany","Dublin, Ireland",09:00,12:30,3h 30m
Lufthansa,LH 389,"Munich, Germany","Dublin, Ireland",07:30,11:00,3h 30m
Lufthansa,LH 260,"Munich, Germany","Dublin, Ireland",17:15,20:45,3h 30m
KLM,KL 506,"Munich, Germany","Dublin, Ireland",13:30,17:00,3h 30m
British Airways,BA 735,"Munich, Germany","Brussels, Belgium",10:00,13:00,3h 0m
Ryanair,FR 391,"Munich, Germany","Brussels, Belgium",21:30,00:30,3h 0m
EasyJet,U2 707,"Munich, Germany","Brussels, Belgium",08:00,11:00,3h 0m
Lufthansa,LH 107,"Munich, Germany","Brussels, Belgium",09:00,12:00,3h 0m
Lufthansa,LH 654,"Munich, Germany","Bruges, Belgium",12:00,16:00,4h 0m
Ryanair,FR 719,"Munich, Germany","Bruges, Belgium",17:45,21:45,4h 0m
Ryanair,FR 506,"Munich, Germany","Bruges, Belgium",20:00,00:00,4h 0m
KLM,KL 490,"Munich, Germany","Bruges, Belgium",21:00,01:00,4h 0m
Ryanair,FR 618,"Munich, Germany","Amsterdam, Netherlands",14:15,18:15,4h 0m
Ryanair,FR 897,"Munich, Germany","Amsterdam, Netherlands",09:45,13:45,4h 0m
Lufthansa,LH 148,"Munich, Germany","Amsterdam, Netherlands",10:30,14:30,4h 0m
EasyJet,U2 403,"Munich, Germany","Amsterdam, Netherlands",06:00,10:00,4h 0m
EasyJet,U2 111,"Munich, Germany","Rome, Italy",14:30,16:30,2h 0m
British Airways,BA 465,"Munich, Germany","Rome, Italy",11:00,13:00,2h 0m
British Airways,BA 787,"Munich, Germany","Rome, Italy",22:30,00:30,2h 0m
Ryanair,FR 951,"Munich, Germany","Rome, Italy",19:15,21:15,2h 0m
Ryanair,FR 354,"Munich, Germany","Florence, Italy",16:15,18:15,2h 0m
KLM,KL 997,"Munich, Germany","Florence, Italy",22:15,00:15,2h 0m
British Airways,BA 544,"Munich, Germany","Florence, Italy",11:15,13:15,2h 0m
Lufthansa,LH 143,"Munich, Germany","Florence, Italy",17:45,19:45,2h 0m
Lufthansa,LH 649,"Munich, Germany","Venice, Italy",12:00,14:00,2h 0m
KLM,KL 565,"Munich, Germany","Venice, Italy",09:30,11:30,2h 0m
EasyJet,U2 457,"Munich, Germany","Venice, Italy",13:15,15:15,2h 0m
EasyJet,U2 193,"Munich, Germany","Venice, Italy",19:30,21:30,2h 0m
EasyJet,U2 455,"Munich, Germany","Milan, Italy",11:15,13:15,2h 0m
EasyJet,U2 668,"Munich, Germany","Milan, Italy",11:15,13:15,2h 0m
British Airways,BA 432,"Munich, Germany","Milan, Italy",21:30,23:30,2h 0m
KLM,KL 187,"Munich, Germany","Milan, Italy",08:45,10:45,2h 0m
British Airways,BA 122,"Munich, Germany","Barcelona, Spain",07:15,09:15,2h 0m
British Airways,BA 981,"Munich, Germany","Barcelona, Spain",11:30,13:30,2h 0m
Lufthansa,LH 449,"Munich, Germany","Barcelona, Spain",21:30,23:30,2h 0m
British Airways,BA 866,"Munich, Germany","Barcelona, Spain",20:00,22:00,2h 0m
Lufthansa,LH 968,"Munich, Germany","Madrid, Spain",15:30,17:30,2h 0m
EasyJet,U2 384,"Munich, Germany","Madrid, Spain",17:00,19:00,2h 0m
Ryanair,FR 430,"Munich, Germany","Madrid, Spain",10:00,12:00,2h 0m
British Airways,BA 827,"Munich, Germany","Madrid, Spain",16:00,18:00,2h 0m
KLM,KL 190,"Munich, Germany","Lisbon, Portugal",11:30,13:30,2h 0m
Lufthansa,LH 434,"Munich, Germany","Lisbon, Portugal",13:30,15:30,2h 0m
Lufthansa,LH 305,"Munich, Germany","Lisbon, Portugal",06:30,08:30,2h 0m
KLM,KL 497,"Munich, Germany","Lisbon, Portugal",07:45,09:45,2h 0m
KLM,KL 589,"Munich, Germany","Zurich, Switzerland",20:30,22:30,2h 0m
EasyJet,U2 810,"Munich, Germany","Zurich, Switzerland",09:15,11:15,2h 0m
KLM,KL 638,"Munich, Germany","Zurich, Switzerland",15:30,17:30,2h 0m
British Airways,BA 750,"Munich, Germany","Zurich, Switzerland",16:15,18:15,2h 0m
KLM,KL 719,"Munich, Germany","Berlin, Germany",10:15,11:15,1h 0m
Ryanair,FR 559,"Munich, Germany","Berlin, Germany",18:45,19:45,1h 0m
Ryanair,FR 719,"Munich, Germany","Berlin, Germany",11:45,12:45,1h 0m
Lufthansa,LH 512,"Munich, Germany","Berlin, Germany",20:15,21:15,1h 0m
EasyJet,U2 894,"Munich, Germany","Paris, France",06:30,08:00,1h 30m
KLM,KL 903,"Munich, Germany","Paris, France",21:30,23:00,1h 30m
Lufthansa,LH 688,"Munich, Germany","Paris, France",08:45,10:15,1h 30m
Ryanair,FR 714,"Munich, Germany","Paris, France",22:30,00:00,1h 30m
Ryanair,FR 382,"Munich, Germany","Istanbul, Turkey",18:30,20:30,2h 0m
KLM,KL 756,"Munich, Germany","Istanbul, Turkey",06:15,08:15,2h 0m
Ryanair,FR 854,"Munich, Germany","Istanbul, Turkey",20:30,22:30,2h 0m
Ryanair,FR 482,"Munich, Germany","Istanbul, Turkey",20:45,22:45,2h 0m
KLM,KL 158,"Munich, Germany","Athens, Greece",13:15,15:15,2h 0m
Lufthansa,LH 477,"Munich, Germany","Athens, Greece",16:30,18:30,2h 0m
EasyJet,U2 466,"Munich, Germany","Athens, Greece",11:15,13:15,2h 0m
British Airways,BA 224,"Munich, Germany","Athens, Greece",20:00,22:00,2h 0m
EasyJet,U2 281,"Munich, Germany","Oslo, Norway",21:45,23:45,2h 0m
KLM,KL 258,"Munich, Germany","Oslo, Norway",19:45,21:45,2h 0m
Lufthansa,LH 229,"Munich, Germany","Oslo, Norway",14:30,16:30,2h 0m
KLM,KL 996,"Munich, Germany","Oslo, Norway",16:15,18:15,2h 0m
Lufthansa,LH 404,"Munich, Germany","Copenhagen, Denmark",22:45,00:45,2h 0m
British Airways,BA 830,"Munich, Germany","Copenhagen, Denmark",21:30,23:30,2h 0m
Lufthansa,LH 619,"Munich, Germany","Copenhagen, Denmark",13:45,15:45,2h 0m
Lufthansa,LH 870,"Munich, Germany","Copenhagen, Denmark",22:15,00:15,2h 0m
Ryanair,FR 830,"Munich, Germany","Budapest, Hungary",16:30,18:30,2h 0m
KLM,KL 448,"Munich, Germany","Budapest, Hungary",22:15,00:15,2h 0m
British Airways,BA 545,"Munich, Germany","Budapest, Hungary",20:30,22:30,2h 0m
KLM,KL 800,"Munich, Germany","Budapest, Hungary",20:45,22:45,2h 0m
Ryanair,FR 968,"Munich, Germany","Krakow, Poland",18:45,20:45,2h 0m
EasyJet,U2 613,"Munich, Germany","Krakow, Poland",06:30,08:30,2h 0m
Lufthansa,LH 118,"Munich, Germany","Krakow, Poland",21:00,23:00,2h 0m
EasyJet,U2 385,"Munich, Germany","Krakow, Poland",09:00,11:00,2h 0m
Lufthansa,LH 638,"Munich, Germany","Vienna, Austria",11:00,13:00,2h 0m
Lufthansa,LH 993,"Munich, Germany","Vienna, Austria",21:30,23:30,2h 0m
EasyJet,U2 765,"Munich, Germany","Vienna, Austria",20:45,22:45,2h 0m
EasyJet,U2 229,"Munich, Germany","Vienna, Austria",12:30,14:30,2h 0m
Lufthansa,LH 722,"Munich, Germany","Prague, Czech Republic",16:30,18:30,2h 0m
Lufthansa,LH 278,"Munich, Germany","Prague, Czech Republic",10:15,12:15,2h 0m
Ryanair,FR 616,"Munich, Germany","Prague, Czech Republic",12:30,14:30,2h 0m
KLM,KL 965,"Munich, Germany","Prague, Czech Republic",16:00,18:00,2h 0m
EasyJet,U2 406,"Paris, France","London, UK",10:00,11:00,1h 0m
Ryanair,FR 666,"Paris, France","London, UK",14:15,15:15,1h 0m
EasyJet,U2 595,"Paris, France","London, UK",06:45,07:45,1h 0m
Ryanair,FR 478,"Paris, France","London, UK",13:15,14:15,1h 0m
EasyJet,U2 765,"Paris, France","Edinburgh, UK",14:00,18:00,4h 0m
KLM,KL 451,"Paris, France","Edinburgh, UK",12:00,16:00,4h 0m
EasyJet,U2 196,"Paris, France","Edinburgh, UK",09:15,13:15,4h 0m
Ryanair,FR 825,"Paris, France","Edinburgh, UK",13:30,17:30,4h 0m
KLM,KL 729,"Paris, France","Dublin, Ireland",13:15,16:15,3h 0m
British Airways,BA 297,"Paris, France","Dublin, Ireland",18:15,21:15,3h 0m
EasyJet,U2 575,"Paris, France","Dublin, Ireland",09:45,12:45,3h 0m
Ryanair,FR 291,"Paris, France","Dublin, Ireland",08:30,11:30,3h 0m
Lufthansa,LH 554,"Paris, France","Brussels, Belgium",16:45,20:15,3h 30m
KLM,KL 654,"Paris, France","Brussels, Belgium",10:45,14:15,3h 30m
Lufthansa,LH 491,"Paris, France","Brussels, Belgium",08:15,11:45,3h 30m
EasyJet,U2 818,"Paris, France","Brussels, Belgium",22:45,02:15,3h 30m
Lufthansa,LH 847,"Paris, France","Bruges, Belgium",22:00,01:00,3h 0m
Ryanair,FR 592,"Paris, France","Bruges, Belgium",14:00,17:00,3h 0m
KLM,KL 265,"Paris, France","Bruges, Belgium",13:45,16:45,3h 0m
Lufthansa,LH 363,"Paris, France","Bruges, Belgium",06:30,09:30,3h 0m
KLM,KL 294,"Paris, France","Amsterdam, Netherlands",13:15,17:15,4h 0m
British Airways,BA 599,"Paris, France","Amsterdam, Netherlands",11:45,15:45,4h 0m
EasyJet,U2 197,"Paris, France","Amsterdam, Netherlands",06:00,10:00,4h 0m
British Airways,BA 922,"Paris, France","Amsterdam, Netherlands",06:45,10:45,4h 0m
KLM,KL 396,"Paris, France","Rome, Italy",18:45,20:45,2h 0m
Ryanair,FR 297,"Paris, France","Rome, Italy",21:30,23:30,2h 0m
EasyJet,U2 599,"Paris, France","Rome, Italy",20:15,22:15,2h 0m
EasyJet,U2 292,"Paris, France","Rome, Italy",19:30,21:30,2h 0m
British Airways,BA 548,"Paris, France","Florence, Italy",22:45,00:45,2h 0m
Lufthansa,LH 921,"Paris, France","Florence, Italy",17:45,19:45,2h 0m
EasyJet,U2 453,"Paris, France","Florence, Italy",17:00,19:00,2h 0m
Ryanair,FR 949,"Paris, France","Florence, Italy",21:00,23:00,2h 0m
Lufthansa,LH 694,"Paris, France","Venice, Italy",12:30,14:30,2h 0m
Lufthansa,LH 252,"Paris, France","Venice, Italy",12:00,14:00,2h 0m
British Airways,BA 632,"Paris, France","Venice, Italy",08:00,10:00,2h 0m
KLM,KL 507,"Paris, France","Venice, Italy",16:45,18:45,2h 0m
Ryanair,FR 961,"Paris, France","Milan, Italy",08:15,10:15,2h 0m
British Airways,BA 333,"Paris, France","Milan, Italy",13:15,15:15,2h 0m
Ryanair,FR 756,"Paris, France","Milan, Italy",15:15,17:15,2h 0m
EasyJet,U2 331,"Paris, France","Milan, Italy",22:30,00:30,2h 0m
Lufthansa,LH 371,"Paris, France","Barcelona, Spain",11:45,13:45,2h 0m
Lufthansa,LH 613,"Paris, France","Barcelona, Spain",21:45,23:45,2h 0m
British Airways,BA 180,"Paris, France","Barcelona, Spain",19:00,21:00,2h 0m
Ryanair,FR 931,"Paris, France","Barcelona, Spain",06:15,08:15,2h 0m
EasyJet,U2 378,"Paris, France","Madrid, Spain",08:15,10:15,2h 0m
